matchId,tier,rank
NA1_5346948349,DIAMOND,I
NA1_5346212044,DIAMOND,I
NA1_5346200791,DIAMOND,I
NA1_5346183456,MASTER,I
NA1_5346162665,MASTER,I
NA1_5346151510,DIAMOND,I
NA1_5345898412,DIAMOND,I
NA1_5345868367,DIAMOND,I
NA1_5345841965,DIAMOND,I
NA1_5345728482,MASTER,I
NA1_5345699311,MASTER,I
NA1_5345656656,MASTER,I
NA1_5345630101,MASTER,I
NA1_5345606646,MASTER,I
NA1_5345593747,MASTER,I
NA1_5345579022,DIAMOND,I
NA1_5345560583,DIAMOND,I
NA1_5345545616,DIAMOND,I
NA1_5345533509,MASTER,I
NA1_5345513566,MASTER,I
NA1_5345501831,DIAMOND,I
NA1_5345488324,DIAMOND,I
NA1_5345478916,MASTER,I
NA1_5344996406,MASTER,I
NA1_5351596378,DIAMOND,I
NA1_5351562708,DIAMOND,I
NA1_5351344522,DIAMOND,I
NA1_5351326495,DIAMOND,I
NA1_5351309485,DIAMOND,I
NA1_5351002092,DIAMOND,I
NA1_5350902644,DIAMOND,I
NA1_5350706582,DIAMOND,I
NA1_5350683407,DIAMOND,III
NA1_5350664481,DIAMOND,I
NA1_5350626792,DIAMOND,I
NA1_5350608550,DIAMOND,I
NA1_5350579892,MASTER,I
NA1_5350358284,DIAMOND,I
NA1_5350340905,MASTER,I
NA1_5350306213,DIAMOND,I
NA1_5350228151,DIAMOND,I
NA1_5350196834,DIAMOND,I
NA1_5350161770,DIAMOND,I
NA1_5350125430,DIAMOND,I
NA1_5350089259,DIAMOND,I
NA1_5349931736,DIAMOND,I
NA1_5349896601,DIAMOND,I
NA1_5349881648,DIAMOND,I
NA1_5349873415,DIAMOND,I
NA1_5345895169,MASTER,I
NA1_5345788772,DIAMOND,I
NA1_5345753581,MASTER,I
NA1_5345199260,DIAMOND,I
NA1_5345166624,MASTER,I
NA1_5344955442,MASTER,I
NA1_5344924897,MASTER,I
NA1_5344903243,MASTER,I
NA1_5344843859,DIAMOND,I
NA1_5344828844,MASTER,I
NA1_5344809174,MASTER,I
NA1_5344790499,MASTER,I
NA1_5344759582,MASTER,I
NA1_5344753216,DIAMOND,I
NA1_5344740983,DIAMOND,I
NA1_5343459556,MASTER,I
NA1_5343438839,MASTER,I
NA1_5343413235,DIAMOND,I
NA1_5343282589,DIAMOND,I
NA1_5343258639,MASTER,I
NA1_5343242818,MASTER,I
NA1_5343224226,DIAMOND,I
NA1_5343208887,MASTER,I
NA1_5343186764,MASTER,I
NA1_5343165402,MASTER,I
NA1_5343142371,MASTER,I
NA1_5342858844,MASTER,I
NA1_5342818621,DIAMOND,I
NA1_5342784901,DIAMOND,I
NA1_5342528895,MASTER,I
NA1_5342514599,MASTER,I
NA1_5342497553,DIAMOND,I
NA1_5342480741,MASTER,I
NA1_5340607621,MASTER,I
NA1_5340565843,DIAMOND,I
NA1_5340519217,DIAMOND,I
NA1_5340487819,MASTER,I
NA1_5338687196,DIAMOND,I
NA1_5338660756,DIAMOND,I
NA1_5338623626,DIAMOND,III
NA1_5337990212,DIAMOND,I
NA1_5337958094,DIAMOND,I
NA1_5337924710,DIAMOND,I
NA1_5337899660,DIAMOND,I
NA1_5337080305,DIAMOND,I
NA1_5337056791,DIAMOND,I
NA1_5335670083,DIAMOND,I
NA1_5335638458,MASTER,I
NA1_5335598498,DIAMOND,I
NA1_5334700726,DIAMOND,I
NA1_5334687252,MASTER,I
NA1_5334669322,DIAMOND,I
NA1_5334651281,DIAMOND,I
NA1_5334636164,MASTER,I
NA1_5334620730,DIAMOND,I
NA1_5334606242,DIAMOND,I
NA1_5334592034,DIAMOND,I
NA1_5334586738,DIAMOND,I
NA1_5334492165,DIAMOND,I
NA1_5334485344,DIAMOND,I
NA1_5334478832,MASTER,I
NA1_5334468589,DIAMOND,I
NA1_5334458262,DIAMOND,I
NA1_5334439285,MASTER,I
NA1_5334419384,MASTER,I
NA1_5334397250,MASTER,I
NA1_5334375566,MASTER,I
NA1_5334351095,MASTER,I
NA1_5334324217,MASTER,I
NA1_5334300221,DIAMOND,I
NA1_5334271034,DIAMOND,I
NA1_5333576006,DIAMOND,I
NA1_5333548506,DIAMOND,I
NA1_5338676524,DIAMOND,I
NA1_5338655309,DIAMOND,I
NA1_5338632061,DIAMOND,I
NA1_5338491029,DIAMOND,I
NA1_5338477037,DIAMOND,I
NA1_5337840206,DIAMOND,I
NA1_5337814657,DIAMOND,I
NA1_5333217141,DIAMOND,I
NA1_5333190840,DIAMOND,I
NA1_5333162618,DIAMOND,I
NA1_5333139807,DIAMOND,I
NA1_5333112866,DIAMOND,I
NA1_5333081246,DIAMOND,I
NA1_5332764116,DIAMOND,I
NA1_5332572417,DIAMOND,I
NA1_5332558758,MASTER,I
NA1_5329466668,DIAMOND,I
NA1_5329438974,DIAMOND,I
NA1_5329419047,DIAMOND,I
NA1_5329386530,DIAMOND,I
NA1_5329362855,DIAMOND,IV
NA1_5329256419,DIAMOND,I
NA1_5329238883,DIAMOND,I
NA1_5331529220,MASTER,I
NA1_5331512864,MASTER,I
NA1_5329054126,DIAMOND,I
NA1_5329045375,DIAMOND,I
NA1_5329041243,DIAMOND,I
NA1_5329039048,DIAMOND,I
NA1_5351567600,DIAMOND,I
NA1_5351536713,DIAMOND,I
NA1_5351510248,DIAMOND,I
NA1_5351490183,DIAMOND,I
NA1_5346670857,DIAMOND,I
NA1_5346641632,DIAMOND,I
NA1_5346618799,DIAMOND,III
NA1_5346576023,DIAMOND,I
NA1_5346534074,MASTER,I
NA1_5346498854,DIAMOND,I
NA1_5346468324,DIAMOND,I
NA1_5346415556,MASTER,I
NA1_5346389117,MASTER,I
NA1_5346066332,DIAMOND,II
NA1_5346044596,DIAMOND,I
NA1_5346022574,DIAMOND,I
NA1_5346005870,DIAMOND,II
NA1_5345942509,DIAMOND,I
NA1_5345772807,DIAMOND,I
NA1_5345748740,DIAMOND,I
NA1_5345704389,DIAMOND,I
NA1_5345327384,DIAMOND,I
NA1_5345302561,DIAMOND,I
NA1_5345281871,DIAMOND,I
NA1_5345250616,MASTER,I
NA1_5345216470,DIAMOND,I
NA1_5345177201,DIAMOND,III
NA1_5345130610,DIAMOND,I
NA1_5345063583,DIAMOND,I
NA1_5345026279,MASTER,I
NA1_5344997228,DIAMOND,I
NA1_5344964546,DIAMOND,I
NA1_5343490918,DIAMOND,I
NA1_5343461621,DIAMOND,I
NA1_5343438158,DIAMOND,I
NA1_5343348633,DIAMOND,I
NA1_5342868993,DIAMOND,I
NA1_5342834363,DIAMOND,I
NA1_5342798465,DIAMOND,I
NA1_5342765744,DIAMOND,I
NA1_5342728705,DIAMOND,I
NA1_5342688675,DIAMOND,I
NA1_5342601920,DIAMOND,I
NA1_5342581320,DIAMOND,I
NA1_5342571444,DIAMOND,I
NA1_5342537489,DIAMOND,I
NA1_5342127140,DIAMOND,I
NA1_5342098648,DIAMOND,I
NA1_5342062624,DIAMOND,I
NA1_5342025417,DIAMOND,I
NA1_5341993194,DIAMOND,I
NA1_5341957268,DIAMOND,I
NA1_5341498065,DIAMOND,I
NA1_5341449575,DIAMOND,I
NA1_5341341770,DIAMOND,I
NA1_5341302878,DIAMOND,I
NA1_5341268940,DIAMOND,I
NA1_5341089415,DIAMOND,I
NA1_5341068124,DIAMOND,I
NA1_5340726103,DIAMOND,III
NA1_5340693154,DIAMOND,I
NA1_5340664881,DIAMOND,IV
NA1_5340631558,DIAMOND,I
NA1_5339962640,DIAMOND,III
NA1_5339948515,DIAMOND,I
NA1_5339918117,DIAMOND,I
NA1_5339562075,DIAMOND,I
NA1_5339537224,DIAMOND,I
NA1_5339521770,DIAMOND,I
NA1_5339490041,DIAMOND,I
NA1_5339476915,DIAMOND,I
NA1_5339018109,DIAMOND,I
NA1_5336155353,DIAMOND,I
NA1_5336128410,DIAMOND,IV
NA1_5336106198,DIAMOND,I
NA1_5336099462,DIAMOND,I
NA1_5336078144,DIAMOND,I
NA1_5336050275,DIAMOND,I
NA1_5336041502,DIAMOND,I
NA1_5336025804,DIAMOND,IV
NA1_5336008877,DIAMOND,IV
NA1_5335732514,DIAMOND,I
NA1_5335698130,DIAMOND,I
NA1_5335661224,DIAMOND,I
NA1_5335332546,DIAMOND,I
NA1_5335311991,DIAMOND,I
NA1_5335287775,DIAMOND,I
NA1_5334898725,DIAMOND,III
NA1_5334875880,DIAMOND,I
NA1_5334831529,DIAMOND,I
NA1_5334803500,DIAMOND,I
NA1_5334780199,DIAMOND,I
NA1_5334752156,DIAMOND,I
NA1_5348833258,DIAMOND,III
NA1_5348658903,MASTER,I
NA1_5348623271,DIAMOND,III
NA1_5348534322,DIAMOND,III
NA1_5348507363,DIAMOND,III
NA1_5348494800,DIAMOND,III
NA1_5344310810,MASTER,I
NA1_5344065189,DIAMOND,III
NA1_5344036252,DIAMOND,III
NA1_5344013764,DIAMOND,III
NA1_5343960357,DIAMOND,III
NA1_5338613890,DIAMOND,III
NA1_5338591993,DIAMOND,III
NA1_5338484966,MASTER,I
NA1_5333037832,DIAMOND,III
NA1_5333006995,DIAMOND,III
NA1_5332983141,DIAMOND,III
NA1_5332858477,DIAMOND,III
NA1_5332832626,DIAMOND,III
NA1_5332816294,DIAMOND,III
NA1_5332795299,DIAMOND,I
NA1_5332786073,DIAMOND,I
NA1_5332770973,DIAMOND,I
NA1_5332754375,DIAMOND,I
NA1_5332734805,DIAMOND,I
NA1_5329467466,DIAMOND,I
NA1_5329242907,DIAMOND,III
NA1_5328928593,DIAMOND,III
NA1_5328813323,DIAMOND,III
NA1_5328785906,DIAMOND,III
NA1_5328748258,MASTER,I
NA1_5350144342,DIAMOND,I
NA1_5343107302,DIAMOND,I
NA1_5340395733,MASTER,I
NA1_5332703217,DIAMOND,I
NA1_5332692470,MASTER,I
NA1_5332687023,DIAMOND,I
NA1_5326247064,MASTER,I
NA1_5351555208,DIAMOND,I
NA1_5351537199,DIAMOND,I
NA1_5351507633,MASTER,I
NA1_5351479012,DIAMOND,I
NA1_5351452350,DIAMOND,I
NA1_5350935099,MASTER,I
NA1_5350914856,DIAMOND,I
NA1_5350885901,DIAMOND,I
NA1_5348686031,MASTER,I
NA1_5348654462,DIAMOND,I
NA1_5345562889,DIAMOND,I
NA1_5344910475,DIAMOND,I
NA1_5337338298,DIAMOND,I
NA1_5337303609,DIAMOND,I
NA1_5337073352,MASTER,I
NA1_5337020560,MASTER,I
NA1_5336925164,DIAMOND,I
NA1_5336898321,MASTER,I
NA1_5336873554,DIAMOND,I
NA1_5335331836,DIAMOND,I
NA1_5335303964,DIAMOND,I
NA1_5335274903,DIAMOND,I
NA1_5335256041,DIAMOND,I
NA1_5334608823,DIAMOND,I
NA1_5334584787,DIAMOND,I
NA1_5334568423,DIAMOND,I
NA1_5334126255,MASTER,I
NA1_5334106260,DIAMOND,I
NA1_5334093873,MASTER,I
NA1_5334050732,DIAMOND,I
NA1_5334037420,DIAMOND,I
NA1_5334023624,DIAMOND,I
NA1_5334004700,DIAMOND,I
NA1_5333574005,DIAMOND,I
NA1_5333513918,DIAMOND,I
NA1_5333484593,DIAMOND,I
NA1_5333471514,DIAMOND,I
NA1_5333455789,DIAMOND,I
NA1_5327985483,DIAMOND,I
NA1_5327960496,DIAMOND,I
NA1_5327939239,DIAMOND,I
NA1_5327727679,DIAMOND,I
NA1_5327720719,DIAMOND,I
NA1_5327363639,DIAMOND,I
NA1_5327347478,MASTER,I
NA1_5327318583,DIAMOND,I
NA1_5327298614,DIAMOND,I
NA1_5327275679,DIAMOND,I
NA1_5327262742,MASTER,I
NA1_5327221313,DIAMOND,I
NA1_5327202154,DIAMOND,I
NA1_5327190957,DIAMOND,I
NA1_5326742554,DIAMOND,III
NA1_5326706618,DIAMOND,I
NA1_5326681756,DIAMOND,I
NA1_5326659146,DIAMOND,I
NA1_5326632675,DIAMOND,I
NA1_5326612510,DIAMOND,I
NA1_5326587387,MASTER,I
NA1_5326564560,DIAMOND,I
NA1_5326538302,DIAMOND,I
NA1_5326520035,DIAMOND,I
NA1_5347293328,DIAMOND,I
NA1_5347239464,DIAMOND,I
NA1_5347188631,DIAMOND,I
NA1_5345915765,DIAMOND,I
NA1_5345869079,DIAMOND,I
NA1_5345588084,DIAMOND,I
NA1_5345570655,DIAMOND,I
NA1_5345530481,DIAMOND,I
NA1_5345514765,DIAMOND,I
NA1_5341168459,DIAMOND,I
NA1_5341145063,DIAMOND,I
NA1_5341038583,MASTER,I
NA1_5341008843,DIAMOND,I
NA1_5338653930,MASTER,I
NA1_5338620350,MASTER,I
NA1_5338588347,DIAMOND,I
NA1_5338172076,DIAMOND,I
NA1_5328617278,DIAMOND,I
NA1_5328595520,DIAMOND,I
NA1_5328564185,DIAMOND,I
NA1_5328536515,DIAMOND,I
NA1_5328189803,DIAMOND,I
NA1_5328156706,DIAMOND,I
NA1_5328124697,DIAMOND,I
NA1_5328027129,DIAMOND,I
NA1_5328011165,DIAMOND,I
NA1_5327317682,DIAMOND,I
NA1_5345016624,DIAMOND,I
NA1_5344989147,DIAMOND,I
NA1_5342287378,MASTER,I
NA1_5330521146,MASTER,I
NA1_5328472954,MASTER,I
NA1_5326320737,MASTER,I
NA1_5326114331,MASTER,I
NA1_5326085494,DIAMOND,I
NA1_5350706977,MASTER,I
NA1_5350688047,MASTER,I
NA1_5350674075,MASTER,I
NA1_5350652875,DIAMOND,I
NA1_5349871550,MASTER,I
NA1_5349861596,MASTER,I
NA1_5349862010,MASTER,I
NA1_5349851241,MASTER,I
NA1_5349842173,MASTER,I
NA1_5349234330,MASTER,I
NA1_5347574724,DIAMOND,I
NA1_5347566122,DIAMOND,I
NA1_5347556970,DIAMOND,I
NA1_5347547222,DIAMOND,I
NA1_5347541863,MASTER,I
NA1_5347536855,DIAMOND,I
NA1_5347535801,MASTER,I
NA1_5347526242,DIAMOND,I
NA1_5347519131,DIAMOND,I
NA1_5347128266,DIAMOND,I
NA1_5347065043,MASTER,I
NA1_5342110459,MASTER,I
NA1_5342076494,DIAMOND,I
NA1_5336395572,DIAMOND,I
NA1_5333417752,DIAMOND,I
NA1_5333397060,DIAMOND,I
NA1_5326204171,MASTER,I
NA1_5326179117,DIAMOND,I
NA1_5326152855,MASTER,I
NA1_5326132255,DIAMOND,I
NA1_5342902999,DIAMOND,I
NA1_5342866139,MASTER,I
NA1_5336464102,MASTER,I
NA1_5336421418,DIAMOND,I
NA1_5336374190,DIAMOND,I
NA1_5335656237,DIAMOND,I
NA1_5335625188,MASTER,I
NA1_5335542549,MASTER,I
NA1_5335490716,DIAMOND,I
NA1_5335455785,DIAMOND,I
NA1_5334825654,MASTER,I
NA1_5334797134,DIAMOND,I
NA1_5334702747,DIAMOND,I
NA1_5334672608,MASTER,I
NA1_5334255012,DIAMOND,I
NA1_5334219811,DIAMOND,I
NA1_5334172699,DIAMOND,I
NA1_5334152075,DIAMOND,I
NA1_5334132782,DIAMOND,I
NA1_5329288062,DIAMOND,I
NA1_5328617551,DIAMOND,I
NA1_5328599616,DIAMOND,I
NA1_5328584790,DIAMOND,IV
NA1_5328535199,DIAMOND,I
NA1_5327472114,DIAMOND,I
NA1_5327439873,DIAMOND,I
NA1_5327368966,DIAMOND,I
NA1_5327343556,DIAMOND,I
NA1_5327321022,MASTER,I
NA1_5327304855,DIAMOND,I
NA1_5327218254,DIAMOND,I
NA1_5326947552,DIAMOND,I
NA1_5326900246,MASTER,I
NA1_5326858799,DIAMOND,I
NA1_5326801647,DIAMOND,I
NA1_5326690331,DIAMOND,I
NA1_5326662024,DIAMOND,I
NA1_5326365664,DIAMOND,I
NA1_5326356108,DIAMOND,I
NA1_5326329347,DIAMOND,III
NA1_5349846672,DIAMOND,I
NA1_5349100624,DIAMOND,I
NA1_5349090318,DIAMOND,I
NA1_5348385249,MASTER,I
NA1_5348358596,DIAMOND,I
NA1_5348032059,DIAMOND,I
NA1_5348000804,DIAMOND,I
NA1_5347972269,MASTER,I
NA1_5347717476,DIAMOND,I
NA1_5347705041,DIAMOND,I
NA1_5347685106,DIAMOND,I
NA1_5346164004,MASTER,I
NA1_5346057328,DIAMOND,I
NA1_5345239242,MASTER,I
NA1_5345198540,MASTER,I
NA1_5344730513,DIAMOND,I
NA1_5344719504,DIAMOND,I
NA1_5344709151,DIAMOND,I
NA1_5343551889,DIAMOND,I
NA1_5343530195,DIAMOND,I
NA1_5343498367,DIAMOND,I
NA1_5343466180,MASTER,I
NA1_5334215399,DIAMOND,I
NA1_5334184685,DIAMOND,I
NA1_5333459995,DIAMOND,I
NA1_5333449740,DIAMOND,I
NA1_5333430804,DIAMOND,I
NA1_5332917127,DIAMOND,I
NA1_5332897186,DIAMOND,I
NA1_5332885045,DIAMOND,I
NA1_5332866035,DIAMOND,I
NA1_5329716502,DIAMOND,I
NA1_5350882585,CHALLENGER,I
NA1_5350714084,MASTER,I
NA1_5350692572,CHALLENGER,I
NA1_5350675229,DIAMOND,I
NA1_5350447225,DIAMOND,I
NA1_5349972285,MASTER,I
NA1_5349956731,MASTER,I
NA1_5349949808,MASTER,I
NA1_5349926585,DIAMOND,I
NA1_5348132253,DIAMOND,I
NA1_5348093136,MASTER,I
NA1_5347878812,MASTER,I
NA1_5347846321,MASTER,I
NA1_5347824808,DIAMOND,I
NA1_5347801661,MASTER,I
NA1_5347772925,MASTER,I
NA1_5347752080,MASTER,I
NA1_5347508475,CHALLENGER,I
NA1_5347501456,DIAMOND,I
NA1_5347485602,DIAMOND,I
NA1_5347467578,MASTER,I
NA1_5340182015,DIAMOND,I
NA1_5333992958,DIAMOND,I
NA1_5333978481,MASTER,I
NA1_5333971966,DIAMOND,I
NA1_5333352740,CHALLENGER,I
NA1_5333338588,MASTER,I
NA1_5333331879,DIAMOND,I
NA1_5332883939,CHALLENGER,I
NA1_5332854537,DIAMOND,I
NA1_5332830567,DIAMOND,I
NA1_5332812739,DIAMOND,I
NA1_5351556351,MASTER,I
NA1_5351528598,DIAMOND,I
NA1_5350848411,DIAMOND,I
NA1_5350818635,MASTER,I
NA1_5350794630,DIAMOND,I
NA1_5350774818,DIAMOND,I
NA1_5350751219,DIAMOND,I
NA1_5350218643,DIAMOND,I
NA1_5350187206,DIAMOND,I
NA1_5348291627,MASTER,I
NA1_5347986019,DIAMOND,I
NA1_5347959892,MASTER,I
NA1_5347921378,DIAMOND,I
NA1_5347913180,DIAMOND,I
NA1_5347840871,MASTER,I
NA1_5347822288,DIAMOND,I
NA1_5347793620,DIAMOND,I
NA1_5347781008,DIAMOND,I
NA1_5346620056,DIAMOND,I
NA1_5346373726,DIAMOND,I
NA1_5345703650,MASTER,I
NA1_5345681472,DIAMOND,I
NA1_5345064136,DIAMOND,I
NA1_5345022239,MASTER,I
NA1_5345001538,DIAMOND,I
NA1_5344983855,DIAMOND,I
NA1_5344951622,MASTER,I
NA1_5344391272,MASTER,I
NA1_5344361944,DIAMOND,I
NA1_5344319390,MASTER,I
NA1_5344290222,MASTER,I
NA1_5344269739,DIAMOND,I
NA1_5344247163,DIAMOND,I
NA1_5344221196,DIAMOND,I
NA1_5344193736,MASTER,I
NA1_5344166247,MASTER,I
NA1_5344142535,DIAMOND,I
NA1_5344113852,MASTER,I
NA1_5344086133,MASTER,I
NA1_5344055155,MASTER,I
NA1_5344033074,DIAMOND,I
NA1_5344015069,DIAMOND,I
NA1_5343970564,DIAMOND,I
NA1_5343925410,DIAMOND,I
NA1_5343685873,MASTER,I
NA1_5343471071,DIAMOND,I
NA1_5343438483,DIAMOND,I
NA1_5343405315,DIAMOND,I
NA1_5343382394,DIAMOND,I
NA1_5343366288,DIAMOND,I
NA1_5343342944,DIAMOND,I
NA1_5343317753,DIAMOND,I
NA1_5343281453,DIAMOND,I
NA1_5343266336,DIAMOND,I
NA1_5343244059,DIAMOND,I
NA1_5343220806,DIAMOND,I
NA1_5343195547,DIAMOND,I
NA1_5343184303,DIAMOND,I
NA1_5343163048,MASTER,I
NA1_5343149570,DIAMOND,I
NA1_5342950044,MASTER,I
NA1_5342886368,DIAMOND,I
NA1_5342722980,DIAMOND,I
NA1_5342655769,MASTER,I
NA1_5342624570,DIAMOND,I
NA1_5342606285,DIAMOND,I
NA1_5342579495,DIAMOND,I
NA1_5341929339,DIAMOND,I
NA1_5341892651,DIAMOND,I
NA1_5341874325,DIAMOND,I
NA1_5341850338,MASTER,I
NA1_5341826116,MASTER,I
NA1_5341744586,DIAMOND,I
NA1_5341730512,DIAMOND,I
NA1_5341716849,MASTER,I
NA1_5341630612,MASTER,I
NA1_5341614352,DIAMOND,I
NA1_5341610059,MASTER,I
NA1_5341591046,DIAMOND,I
NA1_5341583878,DIAMOND,I
NA1_5341570827,DIAMOND,I
NA1_5341553773,DIAMOND,I
NA1_5341535467,DIAMOND,I
NA1_5341445421,DIAMOND,I
NA1_5341064304,MASTER,I
NA1_5341045743,MASTER,I
NA1_5341019279,DIAMOND,I
NA1_5340933197,DIAMOND,III
NA1_5340473562,DIAMOND,I
NA1_5340439879,DIAMOND,I
NA1_5340404104,DIAMOND,I
NA1_5340380676,DIAMOND,I
NA1_5340230965,DIAMOND,I
NA1_5340208801,DIAMOND,I
NA1_5340198839,DIAMOND,I
NA1_5340178532,DIAMOND,I
NA1_5340163493,DIAMOND,I
NA1_5328871167,DIAMOND,I
NA1_5327842914,DIAMOND,I
NA1_5327546234,DIAMOND,I
NA1_5327174161,DIAMOND,I
NA1_5327054904,DIAMOND,I
NA1_5327039306,DIAMOND,I
NA1_5327024993,DIAMOND,I
NA1_5326542745,DIAMOND,I
NA1_5326525781,DIAMOND,I
NA1_5350849264,DIAMOND,I
NA1_5350818587,DIAMOND,I
NA1_5350790770,DIAMOND,I
NA1_5350752312,DIAMOND,I
NA1_5350684152,DIAMOND,I
NA1_5350670783,DIAMOND,I
NA1_5350615067,DIAMOND,III
NA1_5350046799,DIAMOND,I
NA1_5350025475,DIAMOND,I
NA1_5350008758,DIAMOND,I
NA1_5349979960,MASTER,I
NA1_5349954140,MASTER,I
NA1_5349932724,MASTER,I
NA1_5349909916,DIAMOND,I
NA1_5349888528,MASTER,I
NA1_5349884896,MASTER,I
NA1_5349878587,MASTER,I
NA1_5349866983,DIAMOND,I
NA1_5349845781,DIAMOND,I
NA1_5349353871,DIAMOND,I
NA1_5349328017,DIAMOND,I
NA1_5349302256,DIAMOND,I
NA1_5346890476,DIAMOND,I
NA1_5346880172,DIAMOND,I
NA1_5346872949,DIAMOND,I
NA1_5346850102,MASTER,I
NA1_5346837718,DIAMOND,I
NA1_5346833766,DIAMOND,I
NA1_5346818159,DIAMOND,I
NA1_5346809646,DIAMOND,I
NA1_5346800903,DIAMOND,I
NA1_5346787591,DIAMOND,I
NA1_5345451872,MASTER,I
NA1_5333610265,DIAMOND,IV
NA1_5333142460,MASTER,I
NA1_5333128070,DIAMOND,I
NA1_5333097114,MASTER,I
NA1_5333072402,DIAMOND,I
NA1_5333041715,DIAMOND,I
NA1_5333018351,DIAMOND,I
NA1_5332193876,DIAMOND,I
NA1_5332181117,DIAMOND,I
NA1_5332159845,DIAMOND,I
NA1_5332142005,DIAMOND,I
NA1_5332129849,DIAMOND,I
NA1_5331863148,MASTER,I
NA1_5331838212,DIAMOND,I
NA1_5331810059,DIAMOND,I
NA1_5331783073,DIAMOND,I
NA1_5331754734,MASTER,I
NA1_5331736491,DIAMOND,I
NA1_5331716304,MASTER,I
NA1_5331702063,DIAMOND,I
NA1_5331682730,DIAMOND,III
NA1_5331668925,DIAMOND,I
NA1_5331648727,DIAMOND,I
NA1_5331641318,MASTER,I
NA1_5331629742,MASTER,I
NA1_5331602734,DIAMOND,I
NA1_5331585826,MASTER,I
NA1_5331569587,DIAMOND,I
NA1_5331560325,DIAMOND,I
NA1_5331549939,DIAMOND,III
NA1_5331537059,DIAMOND,I
NA1_5331527421,DIAMOND,I
NA1_5328769470,DIAMOND,I
NA1_5328721265,DIAMOND,I
NA1_5328697748,DIAMOND,I
NA1_5328674626,DIAMOND,III
NA1_5350057785,DIAMOND,I
NA1_5336791765,DIAMOND,I
NA1_5333347259,DIAMOND,I
NA1_5338585562,MASTER,I
NA1_5333504303,DIAMOND,I
NA1_5331052114,MASTER,I
NA1_5331031548,DIAMOND,I
NA1_5330979902,MASTER,I
NA1_5330963968,MASTER,I
NA1_5330946460,DIAMOND,I
NA1_5330940980,DIAMOND,I
NA1_5330520973,DIAMOND,I
NA1_5330503817,DIAMOND,III
NA1_5330481183,DIAMOND,I
NA1_5330456647,DIAMOND,I
NA1_5330442944,DIAMOND,I
NA1_5330426508,DIAMOND,I
NA1_5330395327,DIAMOND,I
NA1_5330380383,DIAMOND,I
NA1_5330078640,DIAMOND,I
NA1_5330013070,DIAMOND,I
NA1_5329824426,DIAMOND,I
NA1_5329810859,DIAMOND,I
NA1_5329800896,DIAMOND,I
NA1_5329788103,DIAMOND,I
NA1_5329148345,DIAMOND,I
NA1_5329130942,DIAMOND,I
NA1_5329113659,DIAMOND,II
NA1_5329104278,DIAMOND,I
NA1_5328026297,DIAMOND,I
NA1_5328008003,DIAMOND,I
NA1_5326167996,DIAMOND,I
NA1_5347931981,DIAMOND,I
NA1_5343641815,DIAMOND,I
NA1_5343598466,DIAMOND,I
NA1_5343566074,DIAMOND,I
NA1_5341470871,DIAMOND,I
NA1_5341440680,DIAMOND,I
NA1_5334717703,MASTER,I
NA1_5333986428,CHALLENGER,I
NA1_5333435651,DIAMOND,I
NA1_5332896676,MASTER,I
NA1_5332418461,MASTER,I
NA1_5331801519,DIAMOND,I
NA1_5330956549,DIAMOND,I
NA1_5330392849,DIAMOND,I
NA1_5329989459,DIAMOND,I
NA1_5329550940,DIAMOND,I
NA1_5329090528,DIAMOND,I
NA1_5328601328,MASTER,I
NA1_5328566746,DIAMOND,I
NA1_5328522855,DIAMOND,I
NA1_5328501826,DIAMOND,I
NA1_5328475387,DIAMOND,I
NA1_5328433979,DIAMOND,I
NA1_5328005518,MASTER,I
NA1_5327609012,DIAMOND,I
NA1_5327588567,DIAMOND,I
NA1_5327567452,DIAMOND,I
NA1_5327488648,DIAMOND,I
NA1_5326320772,DIAMOND,I
NA1_5338915508,DIAMOND,I
NA1_5338874872,MASTER,I
NA1_5338760937,MASTER,I
NA1_5338732838,MASTER,I
NA1_5338531405,DIAMOND,I
NA1_5338506296,MASTER,I
NA1_5337841108,DIAMOND,I
NA1_5337824558,DIAMOND,I
NA1_5337791495,MASTER,I
NA1_5337769324,MASTER,I
NA1_5337753869,DIAMOND,I
NA1_5337669306,MASTER,I
NA1_5337651291,DIAMOND,I
NA1_5337631311,DIAMOND,I
NA1_5337124705,DIAMOND,I
NA1_5334279042,DIAMOND,I
NA1_5334245394,MASTER,I
NA1_5334074636,DIAMOND,I
NA1_5334059688,DIAMOND,I
NA1_5333035770,MASTER,I
NA1_5332994769,DIAMOND,I
NA1_5332976573,DIAMOND,I
NA1_5332952309,DIAMOND,I
NA1_5332819913,DIAMOND,I
NA1_5332801746,DIAMOND,I
NA1_5332784179,MASTER,I
NA1_5332769593,DIAMOND,I
NA1_5332720180,DIAMOND,I
NA1_5332708597,DIAMOND,I
NA1_5332161222,DIAMOND,I
NA1_5332154122,MASTER,I
NA1_5331847049,DIAMOND,I
NA1_5331110775,DIAMOND,I
NA1_5331090057,DIAMOND,I
NA1_5330511304,DIAMOND,I
NA1_5330493049,DIAMOND,I
NA1_5330475565,DIAMOND,I
NA1_5329215639,DIAMOND,I
NA1_5329200009,DIAMOND,I
NA1_5329184034,DIAMOND,I
NA1_5326630502,DIAMOND,I
NA1_5326624423,DIAMOND,I
NA1_5326594844,DIAMOND,I
NA1_5348125775,DIAMOND,I
NA1_5341796999,DIAMOND,I
NA1_5333743450,DIAMOND,I
NA1_5333147847,DIAMOND,I
NA1_5333115686,DIAMOND,III
